CALLER ID,AGENT,DATE,TIME,TOPIC,ANSWERED,RESOLVED,SPEED OF ANSWER IN SECOND,AVG. TALK DURATION,SATISFACTION RATE
C00309,Olivia Thomas,1/23/2025,13:38:13,Billing Issue,N,N,300,0,1.9
C00310,Emily Davis,1/23/2025,23:37:15,Service Complaint,Y,N,112,20.2,3
C00311,Daniel Moore,5/19/2025,23:36:39,Subscription Renewal,N,N,200,0,1.4
C00312,David Wilson,4/4/2025,19:36:40,Subscription Renewal,Y,N,45,22.52,4.3
C00313,Michael Brown,2/16/2025,8:38:46,Order Tracking,N,N,243,0,1.3
C00314,Emily Davis,3/18/2025,23:57:13,Service Complaint,Y,N,116,10.98,3.5
C00315,Sophia Taylor,3/28/2025,10:26:21,Service Complaint,N,N,265,0,2.9
C00316,Sarah Johnson,6/12/2025,19:25:51,Cancellation Request,Y,Y,90,11.38,4.5
C00317,Olivia Thomas,5/3/2025,20:00:37,Billing Issue,N,N,201,0,1.7
C00318,Olivia Thomas,1/2/2025,18:11:12,Technical Support,N,N,296,0,2.3
C00319,John Smith,6/6/2025,7:12:47,Technical Support,Y,Y,64,20.29,2.6
C00320,Emily Davis,1/29/2025,5:40:35,Service Complaint,Y,Y,73,17.84,3
C00321,James Anderson,4/24/2025,13:25:14,Payment Failure,Y,N,41,6.43,4
C00322,Sarah Johnson,5/17/2025,9:15:11,Technical Support,N,N,295,0,1.7
C00323,Daniel Moore,5/27/2025,23:19:04,Billing Issue,Y,N,116,3.49,3.4
C00324,Daniel Moore,2/22/2025,8:46:55,Subscription Renewal,N,N,153,0,1.6
C00325,Michael Brown,2/26/2025,22:31:37,Cancellation Request,N,N,179,0,1.3
C00326,Jessica Miller,6/28/2025,6:12:44,Payment Failure,Y,N,107,2,2.6
C00327,David Wilson,3/30/2025,2:44:32,Technical Support,Y,Y,101,7.75,4.3
C00328,John Smith,1/14/2025,16:31:05,Technical Support,Y,N,86,8.07,2.6
C00329,Emily Davis,3/26/2025,3:23:39,Refund Request,Y,N,109,23.2,2.5
C00330,David Wilson,5/14/2025,9:20:28,Cancellation Request,N,N,287,0,1.2
C00331,James Anderson,3/22/2025,20:58:59,Payment Failure,N,N,179,0,2.2
C00332,Olivia Thomas,5/13/2025,14:36:15,Product Inquiry,N,N,162,0,2.4
C00333,David Wilson,2/15/2025,16:48:49,Refund Request,Y,N,70,21.68,4.8
C00334,Olivia Thomas,3/20/2025,22:28:34,Service Complaint,N,N,137,0,1.9
C00335,Daniel Moore,2/25/2025,17:30:33,Billing Issue,Y,N,99,18.1,3
C00336,John Smith,4/4/2025,23:05:17,Product Inquiry,Y,Y,13,12.4,2.5
C00337,Olivia Thomas,4/28/2025,7:22:01,Cancellation Request,N,N,142,0,2.1
C00338,Emily Davis,1/21/2025,14:29:01,Service Complaint,N,N,121,0,1.6
C00339,Olivia Thomas,3/3/2025,14:35:45,Technical Support,Y,N,26,24.48,3.8
C00340,David Wilson,2/26/2025,20:55:50,Product Inquiry,N,N,230,0,1.8
C00341,Sophia Taylor,5/22/2025,14:50:10,Technical Support,N,N,241,0,2
C00342,Sophia Taylor,2/1/2025,9:47:50,Payment Failure,N,N,204,0,2.1
C00343,Olivia Thomas,5/8/2025,0:32:30,Product Inquiry,Y,N,47,6.25,5
C00344,Emily Davis,3/21/2025,21:30:33,Service Complaint,Y,N,91,2.7,3.5
C00345,David Wilson,3/21/2025,15:28:21,Order Tracking,Y,N,115,16.64,2.5
C00346,Sarah Johnson,5/5/2025,6:55:04,Cancellation Request,Y,Y,92,12.31,2.9
C00347,John Smith,5/6/2025,21:45:44,Account Access,Y,N,89,17.49,3.5
C00348,James Anderson,6/6/2025,22:38:38,Cancellation Request,N,N,154,0,2.4
C00349,Emily Davis,6/6/2025,18:30:34,Service Complaint,N,N,155,0,1.6
C00350,James Anderson,3/30/2025,1:48:38,Order Tracking,N,N,255,0,1.4
C00351,Daniel Moore,3/21/2025,23:35:18,Cancellation Request,Y,N,52,6.28,2.8
C00352,Sarah Johnson,6/10/2025,14:22:36,Account Access,Y,N,115,8.32,3.3
C00353,Jessica Miller,6/18/2025,16:03:24,Payment Failure,Y,N,88,2.64,3
C00354,Jessica Miller,3/17/2025,4:20:48,Service Complaint,N,N,134,0,1.2
C00355,Olivia Thomas,4/12/2025,5:53:58,Product Inquiry,Y,Y,35,17.15,3.8
C00356,Sarah Johnson,3/26/2025,18:20:11,Account Access,N,N,203,0,1.5
C00357,David Wilson,3/28/2025,12:15:22,Order Tracking,Y,N,110,12.11,3
C00358,Jessica Miller,2/4/2025,3:03:51,Account Access,Y,N,24,6.63,3.3
C00359,Michael Brown,5/27/2025,17:25:12,Billing Issue,Y,N,52,5.92,2.7
C00360,Jessica Miller,3/6/2025,23:29:08,Technical Support,N,N,126,0,1.7
C00361,Sarah Johnson,6/10/2025,13:52:27,Cancellation Request,Y,Y,59,14.27,4.1
C00362,John Smith,4/4/2025,1:33:57,Service Complaint,Y,Y,8,4.33,3.4
C00363,Emily Davis,1/11/2025,17:43:39,Subscription Renewal,Y,N,74,22.22,4.1
C00364,Michael Brown,4/9/2025,3:42:14,Subscription Renewal,N,N,217,0,2.6
C00365,Daniel Moore,6/6/2025,15:50:22,Product Inquiry,Y,N,31,7.6,4.2
C00366,James Anderson,6/30/2025,15:55:26,Refund Request,Y,Y,56,22.59,3.2
C00367,Emily Davis,3/8/2025,9:00:56,Payment Failure,Y,Y,76,17.8,5
C00368,James Anderson,5/23/2025,7:12:36,Payment Failure,N,N,209,0,1
C00369,Olivia Thomas,6/19/2025,6:46:59,Product Inquiry,N,N,173,0,1.5
C00370,Olivia Thomas,1/16/2025,21:47:14,Subscription Renewal,Y,N,66,22.56,2.7
C00371,David Wilson,3/16/2025,18:35:44,Refund Request,Y,Y,72,12.93,3.3
C00372,Michael Brown,6/13/2025,20:53:43,Order Tracking,Y,Y,36,23.89,4.8
C00373,Olivia Thomas,3/3/2025,4:58:27,Order Tracking,Y,N,8,18.96,4.8
C00374,Olivia Thomas,5/18/2025,0:02:08,Cancellation Request,N,N,149,0,1.8
C00375,James Anderson,1/1/2025,2:50:27,Service Complaint,Y,Y,71,21.04,4.6
C00376,James Anderson,5/18/2025,1:25:16,Subscription Renewal,N,N,272,0,2.7
C00377,Emily Davis,5/22/2025,5:14:51,Payment Failure,Y,Y,86,9.86,4.5
C00378,Daniel Moore,2/28/2025,0:35:59,Product Inquiry,Y,N,105,2.38,4.8
C00379,Emily Davis,5/3/2025,13:09:28,Technical Support,N,N,201,0,1.5
C00380,Emily Davis,1/26/2025,11:44:25,Order Tracking,N,N,260,0,1.6
C00381,David Wilson,4/3/2025,17:17:50,Refund Request,N,N,247,0,1.6
C00382,Daniel Moore,5/17/2025,20:36:23,Payment Failure,Y,Y,101,8.14,4
C00383,John Smith,5/6/2025,6:43:51,Order Tracking,Y,N,61,24.32,3.3
C00384,Sarah Johnson,2/11/2025,18:57:23,Product Inquiry,N,N,163,0,2.1
C00385,Emily Davis,5/25/2025,5:05:07,Order Tracking,N,N,166,0,1.9
C00386,Sarah Johnson,3/18/2025,20:24:22,Payment Failure,N,N,161,0,2
C00387,James Anderson,2/14/2025,13:53:52,Technical Support,N,N,125,0,1.1
C00388,Daniel Moore,1/6/2025,1:25:06,Cancellation Request,N,N,188,0,2.5
C00389,John Smith,2/15/2025,23:12:58,Product Inquiry,Y,N,56,11.94,4.5
C00390,Olivia Thomas,5/11/2025,2:19:04,Account Access,Y,N,76,14.89,3.7
C00391,Olivia Thomas,1/7/2025,22:19:05,Service Complaint,N,N,179,0,1.9
C00392,Jessica Miller,4/13/2025,11:30:34,Payment Failure,N,N,200,0,2.2
C00393,Emily Davis,4/4/2025,3:35:21,Product Inquiry,N,N,254,0,2.7
C00394,James Anderson,5/1/2025,15:02:38,Payment Failure,Y,N,108,10.49,4.3
C00395,Sophia Taylor,3/30/2025,1:53:41,Billing Issue,N,N,256,0,2.7
C00396,Jessica Miller,2/23/2025,15:28:06,Refund Request,Y,Y,20,14.41,3.5
C00397,David Wilson,1/8/2025,1:44:16,Service Complaint,Y,N,5,12.12,3.4
C00398,James Anderson,4/14/2025,9:03:03,Order Tracking,Y,Y,52,5.63,3.7
C00399,Daniel Moore,1/14/2025,7:01:07,Service Complaint,N,N,243,0,1.3
C00400,Emily Davis,4/9/2025,15:17:41,Refund Request,Y,Y,25,4.88,5
C00401,James Anderson,2/18/2025,7:17:50,Product Inquiry,N,N,254,0,2.6
C00402,Emily Davis,5/20/2025,5:42:26,Refund Request,N,N,285,0,1.2
C00403,Olivia Thomas,2/27/2025,14:05:13,Product Inquiry,Y,Y,76,10.88,3.9
C00404,John Smith,1/27/2025,15:21:10,Product Inquiry,N,N,273,0,2.7
C00405,John Smith,3/29/2025,5:52:04,Technical Support,Y,Y,92,16.99,3.2
C00406,Jessica Miller,4/25/2025,6:05:05,Subscription Renewal,N,N,184,0,2.4
C00407,Daniel Moore,6/26/2025,19:50:48,Payment Failure,N,N,265,0,1
C00408,Olivia Thomas,6/26/2025,15:35:47,Product Inquiry,Y,N,105,18.64,3.6
C00409,Olivia Thomas,3/28/2025,9:25:02,Payment Failure,Y,N,56,11.86,3.9
C00410,Sophia Taylor,1/12/2025,12:50:54,Product Inquiry,Y,Y,9,20.98,2.6
C00411,Michael Brown,1/18/2025,11:21:16,Refund Request,Y,Y,14,6.35,2.6
C00412,Sarah Johnson,6/12/2025,23:21:35,Service Complaint,Y,Y,38,23.66,4.8
C00413,Olivia Thomas,2/26/2025,12:20:29,Account Access,N,N,213,0,2.3
C00414,David Wilson,3/8/2025,16:50:39,Cancellation Request,Y,N,71,18.81,4
C00415,Michael Brown,5/6/2025,18:00:47,Account Access,N,N,218,0,2.5
C00416,Sarah Johnson,2/23/2025,18:54:15,Cancellation Request,N,N,294,0,2.3
C00417,Jessica Miller,3/28/2025,7:46:16,Billing Issue,Y,N,32,24.19,2.6
C00418,Emily Davis,6/13/2025,6:04:52,Service Complaint,Y,N,105,10.06,3.9
C00419,Jessica Miller,6/27/2025,1:45:41,Subscription Renewal,N,N,268,0,1.2
C00420,Sarah Johnson,5/7/2025,12:10:29,Service Complaint,Y,N,12,6.92,4.6
C00421,Sarah Johnson,5/6/2025,13:11:24,Technical Support,N,N,227,0,1.7
C00422,Emily Davis,5/5/2025,15:37:06,Technical Support,Y,N,22,15.47,3.8
C00423,Jessica Miller,3/30/2025,12:01:43,Billing Issue,N,N,160,0,2.3
C00424,Sophia Taylor,4/18/2025,6:20:06,Billing Issue,Y,Y,102,8.94,3.3
C00425,Sophia Taylor,2/19/2025,8:08:31,Subscription Renewal,Y,N,36,20.84,4.7
C00426,Sarah Johnson,2/5/2025,20:11:02,Payment Failure,Y,N,53,21.97,3.7
C00427,Jessica Miller,4/29/2025,19:31:53,Subscription Renewal,N,N,283,0,2.3
C00428,James Anderson,5/28/2025,0:34:00,Refund Request,Y,N,120,11.44,4.7
C00429,Jessica Miller,5/14/2025,11:32:53,Refund Request,N,N,295,0,2.3
C00430,Michael Brown,5/13/2025,16:49:35,Subscription Renewal,N,N,121,0,2.4
C00431,Olivia Thomas,2/6/2025,23:46:06,Service Complaint,Y,N,40,18.74,4.3
C00432,James Anderson,1/1/2025,6:00:45,Cancellation Request,N,N,194,0,1.5
C00433,James Anderson,1/8/2025,6:42:24,Cancellation Request,N,N,191,0,2
C00434,Emily Davis,2/19/2025,17:51:49,Payment Failure,N,N,264,0,2.6
C00435,John Smith,2/17/2025,15:58:13,Product Inquiry,N,N,286,0,1.5
C00436,Emily Davis,2/12/2025,9:48:48,Technical Support,N,N,221,0,1.7
C00437,John Smith,6/12/2025,22:21:51,Technical Support,N,N,144,0,2.1
C00438,David Wilson,4/11/2025,3:09:38,Technical Support,Y,Y,36,15.19,4.6
C00439,Sarah Johnson,5/26/2025,2:54:35,Account Access,N,N,194,0,1.2
C00440,Daniel Moore,2/4/2025,14:38:36,Service Complaint,N,N,268,0,1.9
C00441,Sophia Taylor,6/23/2025,19:12:16,Cancellation Request,Y,Y,111,24.86,4.1
C00442,Jessica Miller,5/2/2025,22:21:57,Product Inquiry,N,N,194,0,2.5
C00443,Emily Davis,3/6/2025,2:52:03,Subscription Renewal,N,N,144,0,1.2
C00444,Michael Brown,6/4/2025,11:34:44,Technical Support,Y,N,108,3.13,4.4
C00445,David Wilson,6/25/2025,15:17:39,Subscription Renewal,N,N,289,0,1.4
C00446,Sarah Johnson,4/17/2025,5:53:25,Refund Request,Y,N,12,7.75,4.6
C00447,Jessica Miller,5/31/2025,21:24:11,Order Tracking,Y,Y,56,9.8,3
C00448,Sarah Johnson,3/13/2025,17:08:56,Cancellation Request,Y,Y,6,5.56,2.6
C00449,Sarah Johnson,5/11/2025,8:23:42,Order Tracking,N,N,229,0,1.9
C00450,Sophia Taylor,3/18/2025,11:57:29,Refund Request,N,N,247,0,2.9
C00451,Jessica Miller,1/26/2025,18:59:42,Account Access,N,N,166,0,1.4
C00452,Olivia Thomas,3/16/2025,19:02:22,Billing Issue,Y,Y,91,12.37,2.7
C00453,David Wilson,1/26/2025,13:39:35,Account Access,Y,Y,110,3.09,3.2
C00454,Jessica Miller,2/27/2025,8:26:02,Billing Issue,N,N,224,0,1.1
C00455,Daniel Moore,1/20/2025,6:29:11,Order Tracking,N,N,131,0,3
C00456,Michael Brown,3/2/2025,19:29:55,Account Access,N,N,237,0,2.1
C00457,Jessica Miller,2/26/2025,19:39:33,Order Tracking,Y,N,23,13.2,4.7
C00458,Sarah Johnson,2/5/2025,10:28:31,Technical Support,Y,N,113,18.24,2.9
C00459,Michael Brown,6/29/2025,12:32:45,Technical Support,Y,Y,99,6.47,3.2
C00460,Sophia Taylor,1/7/2025,18:49:51,Payment Failure,N,N,219,0,2.9
C00461,Sarah Johnson,4/26/2025,17:02:33,Billing Issue,N,N,212,0,2.8
C00462,Sarah Johnson,1/4/2025,20:44:48,Cancellation Request,Y,N,5,14.8,4.2
C00463,Michael Brown,2/15/2025,7:15:10,Product Inquiry,N,N,299,0,1.8
C00464,John Smith,2/24/2025,18:09:00,Payment Failure,Y,N,88,8.32,4.3
C00465,Jessica Miller,2/18/2025,8:56:39,Technical Support,N,N,155,0,2
C00466,Sophia Taylor,4/9/2025,9:38:27,Refund Request,N,N,153,0,2.2
C00467,James Anderson,2/25/2025,1:41:22,Billing Issue,Y,N,12,15.36,3
C00468,Daniel Moore,4/30/2025,0:49:25,Account Access,N,N,231,0,2.1
C00469,Daniel Moore,1/17/2025,18:46:04,Cancellation Request,N,N,281,0,2.3
C00470,Daniel Moore,6/29/2025,10:32:33,Subscription Renewal,N,N,132,0,1.2
C00471,Sarah Johnson,1/17/2025,5:09:46,Payment Failure,N,N,282,0,1.1
C00472,Olivia Thomas,6/7/2025,0:16:20,Product Inquiry,Y,N,61,22.75,3
C00473,John Smith,3/2/2025,6:34:28,Order Tracking,N,N,221,0,3
C00474,James Anderson,6/15/2025,17:14:02,Service Complaint,Y,Y,26,3.41,3
C00475,Jessica Miller,1/17/2025,6:48:19,Payment Failure,N,N,161,0,1.3
C00476,Emily Davis,5/5/2025,6:57:57,Product Inquiry,N,N,176,0,2.4
C00477,Sarah Johnson,1/26/2025,5:22:40,Account Access,N,N,127,0,2.3
C00478,Sarah Johnson,1/13/2025,22:19:22,Cancellation Request,Y,N,22,10.75,4.3
C00479,Michael Brown,4/27/2025,2:26:52,Payment Failure,N,N,208,0,2.2
C00480,David Wilson,2/18/2025,13:56:11,Technical Support,Y,N,89,21.85,3.4
C00481,Olivia Thomas,2/12/2025,3:01:19,Billing Issue,Y,N,109,15.98,4.1
C00482,Olivia Thomas,4/29/2025,19:50:30,Payment Failure,Y,N,32,20.91,4.4
C00483,Michael Brown,6/6/2025,16:28:22,Subscription Renewal,Y,N,112,24.38,2.7
C00484,Daniel Moore,6/6/2025,4:59:46,Product Inquiry,Y,N,72,11.41,3.7
C00485,Jessica Miller,1/27/2025,6:49:14,Cancellation Request,Y,N,116,6.95,2.6
C00486,Sarah Johnson,4/27/2025,14:25:40,Technical Support,Y,N,70,22.2,5
C00487,Sarah Johnson,3/27/2025,4:42:54,Subscription Renewal,Y,Y,21,10.57,3.3
C00488,James Anderson,1/24/2025,22:26:58,Payment Failure,Y,Y,22,11.77,3.6
C00489,Olivia Thomas,5/19/2025,4:22:03,Product Inquiry,N,N,179,0,2.9
C00490,Sarah Johnson,2/13/2025,23:54:33,Payment Failure,N,N,258,0,1.5
C00491,Daniel Moore,4/16/2025,13:05:00,Payment Failure,N,N,278,0,2.3
C00492,Emily Davis,5/23/2025,23:41:16,Subscription Renewal,N,N,280,0,2.6
C00493,David Wilson,1/11/2025,13:54:39,Account Access,Y,N,54,14.39,2.8
C00494,David Wilson,3/25/2025,14:23:26,Technical Support,N,N,265,0,1.3
C00495,Emily Davis,5/2/2025,9:07:31,Payment Failure,Y,Y,44,22.82,4.4
C00496,Sophia Taylor,1/3/2025,1:50:21,Technical Support,N,N,242,0,1.6
C00497,David Wilson,5/22/2025,12:07:04,Service Complaint,N,N,123,0,2.9
C00498,James Anderson,2/9/2025,19:07:10,Billing Issue,Y,N,27,20.75,3.5
C00499,Daniel Moore,2/27/2025,11:17:13,Refund Request,N,N,289,0,2.3
C00500,Olivia Thomas,6/23/2025,20:08:18,Subscription Renewal,N,N,129,0,2.9
C00501,Olivia Thomas,4/27/2025,6:07:38,Cancellation Request,Y,N,25,13.85,3
C00502,Daniel Moore,5/5/2025,3:46:15,Payment Failure,N,N,168,0,1
C00503,Michael Brown,5/12/2025,2:03:24,Account Access,N,N,214,0,1.9
C00504,David Wilson,3/2/2025,17:56:19,Technical Support,N,N,121,0,2.5
C00505,John Smith,5/14/2025,15:41:44,Technical Support,N,N,168,0,2.6
C00506,Sophia Taylor,6/23/2025,0:24:06,Billing Issue,N,N,132,0,1.3
C00507,Michael Brown,5/21/2025,16:28:16,Technical Support,N,N,294,0,1.3
C00508,Jessica Miller,4/30/2025,10:39:07,Subscription Renewal,Y,Y,86,22.04,4.2
C00509,Daniel Moore,6/6/2025,13:26:47,Payment Failure,N,N,133,0,1.6
C00510,Michael Brown,4/2/2025,4:13:55,Technical Support,Y,N,100,22.24,2.9
C00511,Daniel Moore,6/4/2025,1:11:06,Order Tracking,Y,N,83,15.17,2.8
C00512,David Wilson,4/19/2025,0:11:54,Cancellation Request,Y,N,33,20.69,2.7
C00513,David Wilson,2/22/2025,15:21:45,Order Tracking,N,N,275,0,1.2
C00514,Olivia Thomas,2/2/2025,3:32:53,Cancellation Request,Y,N,98,14.98,4
C00515,James Anderson,4/7/2025,3:08:12,Service Complaint,Y,Y,78,5.46,4.9
C00516,James Anderson,5/31/2025,10:57:33,Service Complaint,N,N,141,0,2.8
C00517,Sarah Johnson,1/26/2025,12:17:55,Order Tracking,Y,Y,52,6.29,4.4
C00518,Emily Davis,4/30/2025,23:09:07,Refund Request,N,N,179,0,1
C00519,David Wilson,6/8/2025,21:16:56,Order Tracking,Y,N,107,24.78,3.1
C00520,Emily Davis,5/2/2025,4:14:25,Subscription Renewal,Y,Y,98,23.27,4.2
C00521,David Wilson,3/12/2025,7:53:22,Account Access,N,N,163,0,2.3
C00522,Olivia Thomas,4/25/2025,21:35:57,Technical Support,Y,Y,119,17.64,4
C00523,David Wilson,4/24/2025,20:11:32,Technical Support,Y,N,62,6.24,2.6
C00524,Sarah Johnson,1/13/2025,21:05:25,Billing Issue,Y,N,12,13.61,3.7
C00525,Emily Davis,6/1/2025,18:51:11,Refund Request,Y,Y,80,19.59,3.6
C00526,David Wilson,3/2/2025,23:46:10,Order Tracking,N,N,298,0,2
C00527,Olivia Thomas,1/11/2025,8:55:05,Order Tracking,N,N,179,0,2
C00528,James Anderson,5/25/2025,6:35:31,Billing Issue,Y,Y,30,3.69,4.2
C00529,Olivia Thomas,1/17/2025,13:42:54,Refund Request,Y,N,18,13.23,3.5
C00530,David Wilson,4/19/2025,10:07:59,Service Complaint,N,N,170,0,2.2
C00531,John Smith,6/11/2025,20:53:26,Order Tracking,N,N,140,0,1.5
C00532,James Anderson,5/27/2025,18:24:46,Subscription Renewal,Y,Y,97,19.47,2.8
C00533,Emily Davis,6/23/2025,0:01:53,Cancellation Request,N,N,202,0,2.7
C00534,Emily Davis,6/20/2025,7:46:53,Billing Issue,Y,N,48,20.51,4
C00535,Sophia Taylor,1/18/2025,21:23:47,Technical Support,N,N,244,0,1.2
C00536,Olivia Thomas,4/22/2025,0:09:45,Technical Support,Y,N,105,9.34,4.1
C00537,Sophia Taylor,6/27/2025,6:27:27,Order Tracking,N,N,154,0,2.2
C00538,Daniel Moore,3/3/2025,21:26:02,Service Complaint,Y,N,11,23.3,4.3
C00539,Michael Brown,6/18/2025,2:53:02,Product Inquiry,Y,Y,117,23.27,4.6
C00540,James Anderson,5/27/2025,16:10:34,Order Tracking,Y,Y,80,10.29,4
C00541,John Smith,3/17/2025,12:57:57,Subscription Renewal,N,N,123,0,2.7
C00542,Daniel Moore,2/26/2025,20:30:48,Cancellation Request,Y,Y,115,14.16,4.7
C00543,John Smith,4/9/2025,15:33:31,Account Access,Y,N,57,19.38,3.2
C00544,Sophia Taylor,3/11/2025,6:17:54,Account Access,Y,Y,16,8.76,4.3
C00545,Olivia Thomas,2/9/2025,18:58:01,Product Inquiry,N,N,157,0,2.9
C00546,Sophia Taylor,4/29/2025,7:20:00,Subscription Renewal,Y,Y,102,16.16,4.3
C00547,John Smith,4/5/2025,1:51:26,Service Complaint,N,N,131,0,1.3
C00548,Emily Davis,1/8/2025,11:06:14,Billing Issue,Y,Y,81,15.89,3.2
C00549,John Smith,5/25/2025,4:07:44,Cancellation Request,Y,Y,57,6.59,3.5
C00550,Emily Davis,1/14/2025,15:42:19,Order Tracking,Y,Y,115,18.26,4.5
C00551,Jessica Miller,3/6/2025,1:31:29,Product Inquiry,Y,N,86,6.22,4.5
C00552,Daniel Moore,3/3/2025,21:33:15,Account Access,N,N,175,0,1.6
C00553,David Wilson,5/14/2025,2:11:25,Product Inquiry,Y,Y,114,3.03,2.5
C00554,David Wilson,6/14/2025,11:25:46,Account Access,Y,N,105,9.44,3.4
C00555,David Wilson,4/23/2025,13:57:35,Service Complaint,N,N,175,0,1.8
C00556,Daniel Moore,6/22/2025,15:56:43,Service Complaint,N,N,257,0,3
C00557,Sarah Johnson,5/31/2025,5:52:46,Payment Failure,N,N,152,0,2.5
C00558,Emily Davis,6/28/2025,5:01:13,Refund Request,N,N,270,0,2.8
C00559,Sarah Johnson,2/14/2025,12:02:16,Cancellation Request,Y,Y,56,13.54,3.4
C00560,Sarah Johnson,6/14/2025,23:13:09,Account Access,Y,N,109,19.26,3.9
C00561,Daniel Moore,2/27/2025,1:14:50,Service Complaint,Y,Y,84,19.97,3.6
C00562,James Anderson,3/7/2025,5:41:46,Subscription Renewal,Y,Y,13,19.63,2.6
C00563,James Anderson,4/28/2025,23:51:44,Subscription Renewal,Y,N,106,24.89,3.2
C00564,Michael Brown,1/3/2025,14:59:36,Order Tracking,Y,N,22,2.64,3.7
C00565,John Smith,6/30/2025,18:30:26,Cancellation Request,N,N,297,0,1.3
C00566,David Wilson,5/10/2025,14:27:28,Account Access,N,N,218,0,1.4
C00567,David Wilson,4/4/2025,3:57:27,Payment Failure,N,N,163,0,2
C00568,Sophia Taylor,2/14/2025,22:14:13,Product Inquiry,Y,N,45,2.84,3.4
C00569,David Wilson,1/9/2025,10:52:46,Payment Failure,N,N,248,0,2.6
C00570,James Anderson,2/21/2025,7:30:15,Payment Failure,N,N,261,0,1.8
C00571,Emily Davis,2/4/2025,5:54:43,Product Inquiry,N,N,174,0,2.1
C00572,John Smith,6/11/2025,8:21:30,Billing Issue,Y,Y,84,20.86,2.9
C00573,David Wilson,2/8/2025,12:53:00,Technical Support,N,N,268,0,2.4
C00574,Michael Brown,3/6/2025,21:40:30,Account Access,Y,N,82,2.41,3.6
C00575,Michael Brown,4/14/2025,21:26:12,Service Complaint,N,N,212,0,1.9
C00576,Sophia Taylor,6/21/2025,7:42:08,Refund Request,N,N,212,0,2.3
C00577,Olivia Thomas,6/30/2025,18:28:54,Order Tracking,N,N,245,0,2.2
C00578,David Wilson,6/19/2025,1:19:32,Product Inquiry,N,N,213,0,1.5
C00579,David Wilson,6/21/2025,13:03:47,Refund Request,N,N,135,0,1.4
C00580,Sarah Johnson,1/18/2025,2:51:55,Order Tracking,N,N,263,0,2.6
C00581,Daniel Moore,3/13/2025,10:50:34,Subscription Renewal,Y,N,48,13.12,4.2
C00582,Sophia Taylor,2/19/2025,23:03:46,Refund Request,Y,N,99,3.55,3.4
C00583,Sophia Taylor,2/2/2025,11:15:55,Technical Support,N,N,188,0,2.4
C00584,Michael Brown,3/2/2025,0:41:44,Refund Request,Y,N,28,19.42,4.9
C00585,Sarah Johnson,1/30/2025,0:14:46,Refund Request,N,N,247,0,2.3
C00586,John Smith,6/12/2025,12:01:49,Cancellation Request,Y,Y,32,24.92,2.8
C00587,Sarah Johnson,3/6/2025,13:35:04,Product Inquiry,Y,Y,93,3.35,4.6
C00588,Sophia Taylor,3/4/2025,9:13:13,Billing Issue,N,N,240,0,2.2
C00589,Olivia Thomas,4/13/2025,15:17:44,Subscription Renewal,Y,Y,107,22.34,3.1
C00590,Daniel Moore,3/9/2025,14:36:15,Order Tracking,Y,Y,7,17.12,2.7
C00591,Daniel Moore,5/19/2025,13:17:41,Technical Support,Y,N,28,9.95,4.8
C00592,Sophia Taylor,3/31/2025,12:07:29,Billing Issue,Y,N,25,9.59,3.9
C00593,Sophia Taylor,3/20/2025,23:38:41,Service Complaint,N,N,243,0,1.7
C00594,Sarah Johnson,1/5/2025,23:56:19,Order Tracking,Y,N,65,23.4,4.1
C00595,James Anderson,3/26/2025,16:47:31,Product Inquiry,Y,N,81,4.25,3.1
C00596,Daniel Moore,3/7/2025,22:53:21,Refund Request,Y,N,29,24.6,4.7
C00597,Sarah Johnson,4/28/2025,22:20:08,Product Inquiry,N,N,152,0,2.3
C00598,Michael Brown,2/7/2025,0:04:08,Product Inquiry,Y,Y,95,2.72,3.3
C00599,Emily Davis,6/16/2025,1:45:01,Payment Failure,N,N,260,0,3
C00600,David Wilson,3/4/2025,17:19:02,Technical Support,Y,N,83,13.84,4.2
C00601,Jessica Miller,5/14/2025,4:10:59,Account Access,N,N,296,0,1.5
C00602,John Smith,1/25/2025,7:43:25,Technical Support,Y,Y,115,12.96,3.5
C00603,John Smith,5/13/2025,4:34:39,Billing Issue,N,N,205,0,1.9
C00604,Olivia Thomas,4/20/2025,5:20:31,Account Access,Y,Y,108,6.65,3
C00605,Jessica Miller,3/10/2025,7:09:33,Service Complaint,N,N,202,0,1.2
C00606,Michael Brown,5/16/2025,22:22:33,Order Tracking,N,N,168,0,2.1
C00607,Jessica Miller,5/9/2025,4:04:48,Billing Issue,Y,N,114,10.21,4
C00608,James Anderson,3/26/2025,7:05:12,Product Inquiry,N,N,216,0,2.3
C00609,David Wilson,2/7/2025,22:23:35,Subscription Renewal,N,N,227,0,2.6
C00610,Sarah Johnson,5/4/2025,11:48:05,Billing Issue,N,N,289,0,2.4
C00611,Emily Davis,2/24/2025,23:30:33,Payment Failure,Y,Y,75,5.37,2.9
C00612,Michael Brown,5/8/2025,1:49:35,Subscription Renewal,Y,N,37,11.68,3.9
C00613,Olivia Thomas,4/11/2025,15:36:53,Cancellation Request,N,N,151,0,2.5
C00614,Jessica Miller,1/26/2025,3:28:57,Subscription Renewal,N,N,162,0,1.1
C00615,Sarah Johnson,5/24/2025,21:52:26,Account Access,N,N,208,0,2.9
C00616,Emily Davis,5/20/2025,9:55:13,Subscription Renewal,Y,Y,60,15.17,3.8
C00617,Daniel Moore,5/3/2025,8:30:14,Billing Issue,Y,Y,49,13.99,4.6
